0,Pepperdine,San Diego,Thu Jan 12,,0,San Jose State,57,New Mexico,77,20230117,NL,,,,,,,,,,
0,N Mex State,Seattle,Thu Jan 12,,0,Xavier,72,DePaul,73,20230118,NL,,,,,,,,,,
0,N Arizona,Portland St,Thu Jan 12,,0,Virginia Tech,68,Virginia,78,20230118,NL,,,,,,,,,,
0,San Francisco,Portland,Thu Jan 12,,0,TCU,65,West Virginia,74,20230118,NL,,,,,,,,,,
0,Stanford,Washington,Thu Jan 12,,0,UConn,66,Seton Hall,67,20230118,NL,,,,,,,,,,
0,Utah,UCLA,Thu Jan 12,,0,Auburn,67,LSU,49,20230118,NL,,,,,,,,,,
0,Arizona,Oregon St,Thu Jan 12,,0,Providence,75,Marquette,83,20230118,NL,,,,,,,,,,
0,Yale,Cornell,Fri Jan 13,,0,Arkansas,76,Missouri,79,20230118,NL,,,,,,,,,,
0,Kent State,Ohio,Fri Jan 13,,0,Furman,77,Chattanooga,69,20230118,NL,,,,,,,,,,
0,Siena,Niagara,Fri Jan 13,,0,Colgate,77,Holy Cross,71,20230118,NL,,,,,,,,,,
0,Manhattan,Mt St Marys,Fri Jan 13,,0,Gardner-Webb,59,Longwood,64,20230118,NL,,,,,,,,,,
0,Fairfield,Iona,Fri Jan 13,,0,Missouri State,65,Drake,62,20230118,NL,,,,,,,,,,
0,Marist,Canisius,Fri Jan 13,,0,Saint Louis,76,Loyola (IL),59,20230118,NL,,,,,,,,,,
0,St Peters,Quinnipiac,Fri Jan 13,,0,Bucknell,68,Army,66,20230118,NL,,,,,,,,,,
0,Villanova,Butler,Fri Jan 13,,0,Hartford,84,Morgan State,92,20230118,NL,,,,,,,,,,
0,Nebraska,Purdue,Fri Jan 13,,0,Lafayette,70,American,59,20230118,NL,,,,,,,,,,
0,E Michigan,Akron,Fri Jan 13,,0,Radford,63,Campbell,55,20230118,NL,,,,,,,,,,
0,VCU,Dayton,Fri Jan 13,,0,UNC Asheville,73,Charleston Southern,63,20230118,NL,,,,,,,,,,
0,Michigan St,Illinois,Fri Jan 13,,0,Samford,69,ETSU,59,20230118,NL,,,,,,,,,,
0,Utah State,Nevada,Fri Jan 13,,0,Winthrop,66,High Point,71,20230118,NL,,,,,,,,,,
0,Miami (FL),NC State,Sat Jan 14,,0,Bradley,78,Indiana State,67,20230118,NL,,,,,,,,,,
0,Seton Hall,DePaul,Sat Jan 14,,0,Pitt,75,Louisville,54,20230118,NL,,,,,,,,,,
0,Davidson,Geo Mason,Sat Jan 14,,0,Boston University,45,Navy,63,20230118,NL,,,,,,,,,,
0,Kentucky,Tennessee,Sat Jan 14,,0,Ohio State,60,Nebraska,63,20230118,NL,,,,,,,,,,
0,Cleveland St,IUPUI,Sat Jan 14,,0,Presbyterian,60,USC Upstate,61,20230118,NL,,,,,,,,,,
0,Drexel,Northeastrn,Sat Jan 14,,0,Cincinnati,85,South Florida,69,20230118,NL,,,,,,,,,,
0,W Virginia,Oklahoma,Sat Jan 14,,0,Duquesne,56,St. Bonaventure,65,20230118,NL,,,,,,,,,,
0,Loyola-Chi,St Josephs,Sat Jan 14,,0,East Carolina,58,Temple,73,20230118,NL,,,,,,,,,,
0,N Alabama,Queens,Sat Jan 14,,0,Florida,52,Texas A&M,54,20230118,NL,,,,,,,,,,
0,Bowling Grn,W Michigan,Sat Jan 14,,0,Wofford,71,Western Carolina,76,20230118,NL,,,,,,,,,,
0,F Dickinson,Central Conn,Sat Jan 14,,0,North Alabama,78,Central Arkansas,73,20230118,NL,,,,,,,,,,
0,Georgia,Mississippi,Sat Jan 14,,0,Illinois State,63,Northern Iowa,65,20230118,NL,,,,,,,,,,
0,Sacred Hrt,St Fran (NY),Sat Jan 14,,0,SMU,79,Tulsa,76,20230118,NL,,,,,,,,,,
0,Rob Morris,Detroit,Sat Jan 14,,0,Abilene Christian,54,Utah Valley,84,20230118,NL,,,,,,,,,,
0,W Carolina,Citadel,Sat Jan 14,,0,Utah Tech,85,Grand Canyon,89,20230118,NL,,,,,,,,,,
0,Maine,Maryland BC,Sat Jan 14,,0,Oklahoma,56,Oklahoma State,72,20230118,NL,,,,,,,,,,
0,Bryant,N Hampshire,Sat Jan 14,,0,Oregon,87,California,58,20230118,NL,,,,,,,,,,
0,Columbia,Harvard,Sat Jan 14,,0,San Diego State,82,Colorado State,76,20230118,NL,,,,,,,,,,
0,Wisconsin,Indiana,Sat Jan 14,,0,UMBC,75,UMass-Lowell,81,20230118,NL,,,,,,,,,,
0,Holy Cross,Lafayette,Sat Jan 14,,0,Purdue,61,Minnesota,39,20230119,NL,,,,,,,,,,
0,Army,Boston U,Sat Jan 14,,0,UCLA,74,Arizona State,62,20230119,NL,,,,,,,,,,
0,N Dakota St,Neb Omaha,Sat Jan 14,,0,Loyola Marymount,68,Gonzaga,67,20230119,NL,,,,,,,,,,
0,N Florida,Kennesaw St,Sat Jan 14,,0,USC,66,Arizona,81,20230119,NL,,,,,,,,,,
0,NC-Asheville,Gard-Webb,Sat Jan 14,,0,College of Charleston,69,Monmouth,55,20230119,NL,,,,,,,,,,
0,Coastal Car,Georgia St,Sat Jan 14,,0,Rutgers,57,Michigan State,70,20230119,NL,,,,,,,,,,
0,Stony Brook,NC A&T,Sat Jan 14,,0,Florida Atlantic,83,UTSA,64,20230119,NL,,,,,,,,,,
0,Delaware,Hofstra,Sat Jan 14,,0,Binghamton,65,Albany (NY),54,20230119,NL,,,,,,,,,,
0,Merrimack,Stonehill,Sat Jan 14,,0,Towson,79,North Carolina A&T,67,20230119,NL,,,,,,,,,,
0,Princeton,Brown,Sat Jan 14,,0,Cleveland State,56,Northern Kentucky,57,20230119,NL,,,,,,,,,,
0,Providence,Creighton,Sat Jan 14,,0,Charlotte,58,Middle Tennessee,62,20230119,NL,,,,,,,,,,
0,TX-San Ant,Charlotte,Sat Jan 14,,0,Rice,72,North Texas,60,20230119,NL,,,,,,,,,,
0,Mass Lowell,Binghamton,Sat Jan 14,,0,New Mexico State,76,Southern Utah,111,20230119,NL,,,,,,,,,,
0,U Penn,Dartmouth,Sat Jan 14,,0,Cal State Northridge,52,UCSB,72,20230119,NL,,,,,,,,,,
0,N Carolina,Louisville,Sat Jan 14,,0,Saint Mary's,73,Pepperdine,44,20230119,NL,,,,,,,,,,
0,North Texas,Fla Atlantic,Sat Jan 14,,0,San Diego,83,Portland,88,20230119,NL,,,,,,,,,,
0,Winthrop,Campbell,Sat Jan 14,,0,Pacific,57,San Francisco,78,20230119,NL,,,,,,,,,,
0,Charl South,Radford,Sat Jan 14,,0,BYU,76,Santa Clara,83,20230119,NL,,,,,,,,,,
0,Miami (OH),Ball State,Sat Jan 14,,0,Tarleton State,47,Seattle,67,20230119,NL,,,,,,,,,,
0,Arkansas,Vanderbilt,Sat Jan 14,,0,Oregon State,46,Stanford,67,20230119,NL,,,,,,,,,,
0,Kansas St,TX Christian,Sat Jan 14,,0,NJIT,75,Bryant,87,20230119,NL,,,,,,,,,,
0,Central FL,Tulane,Sat Jan 14,,0,Appalachian State,84,Coastal Carolina,93,20230119,NL,,,,,,,,,,
0,American,Lehigh,Sat Jan 14,,0,William & Mary,53,Delaware,80,20230119,NL,,,,,,,,,,
0,Bucknell,Colgate,Sat Jan 14,,0,Hampton,73,Drexel,79,20230119,NL,,,,,,,,,,
0,Richmond,St Bonavent,Sat Jan 14,,0,Jacksonville State,51,Florida Gulf Coast,55,20230119,NL,,,,,,,,,,
0,S Mississippi,Arkansas St,Sat Jan 14,,0,Louisiana-Monroe,72,Georgia Southern,59,20230119,NL,,,,,,,,,,
0,Ste F Austin,S Utah,Sat Jan 14,,0,UNC Wilmington,46,Hofstra,70,20230119,NL,,,,,,,,,,
0,Texas State,LA Monroe,Sat Jan 14,,0,Oakland,83,IUPUI,77,20230119,NL,,,,,,,,,,
0,Fordham,La Salle,Sat Jan 14,,0,Liberty,66,Jacksonville,52,20230119,NL,,,,,,,,,,
0,Stetson,E Kentucky,Sat Jan 14,,0,Michigan,58,Maryland,64,20230119,NL,,,,,,,,,,
0,North Dakota,Denver,Sat Jan 14,,0,Wichita State,78,Memphis,88,20230119,NL,,,,,,,,,,
0,Youngs St,Oakland,Sat Jan 14,,0,The Citadel,60,UNC Greensboro,70,20230119,NL,,,,,,,,,,
0,Pittsburgh,GA Tech,Sat Jan 14,,0,Queens (NC),90,North Florida,95,20230119,NL,,,,,,,,,,
0,TX El Paso,Rice,Sat Jan 14,,0,Georgia State,58,Old Dominion,70,20230119,NL,,,,,,,,,,
0,SE Missouri,Morehead St,Sat Jan 14,,0,Stephen F. Austin,71,Sam Houston State,76,20230119,NL,,,,,,,,,,
0,Monmouth,Towson,Sat Jan 14,,0,Kennesaw State,82,Stetson,81,20230119,NL,,,,,,,,,,
0,Missouri,Florida,Sat Jan 14,,0,Northeastern,79,Stony Brook,66,20230119,NL,,,,,,,,,,
0,Howard,Norfolk St,Sat Jan 14,,0,James Madison,89,Troy,87,20230119,NL,,,,,,,,,,
0,Fla Gulf Cst,Bellarmine,Sat Jan 14,,0,Maine,45,Vermont,66,20230119,NL,,,,,,,,,,
0,Saint Louis,Geo Wshgtn,Sat Jan 14,,0,Mercer,69,VMI,61,20230119,NL,,,,,,,,,,
0,Mercer,E Tenn St,Sat Jan 14,,0,Purdue-Fort Wayne,88,Wright State,80,20230119,NL,,,,,,,,,,
0,UC Irvine,Cal St Nrdge,Sat Jan 14,,0,Tennessee Tech,77,Little Rock,75,20230119,NL,,,,,,,,,,
0,Miss Val St,Beth-Cook,Sat Jan 14,,0,Louisiana,80,Arkansas State,71,20230119,NL,,,,,,,,,,
0,Ark Pine Bl,Florida A&M,Sat Jan 14,,0,Bellarmine,56,Austin Peay,45,20230119,NL,,,,,,,,,,
0,LSU,Alabama,Sat Jan 14,,0,Youngstown State,86,Green Bay,70,20230119,NL,,,,,,,,,,
0,NC-Grnsboro,Furman,Sat Jan 14,,0,Incarnate Word,89,Houston Christian,78,20230119,NL,,,,,,,,,,
0,LA Lafayette,S Alabama,Sat Jan 14,,0,Indiana,80,Illinois,65,20230119,NL,,,,,,,,,,
0,LIU,St Fran (PA),Sat Jan 14,,0,Texas A&M-Corpus Christi,66,Lamar,68,20230119,NL,,,,,,,,,,
0,TN State,TN Tech,Sat Jan 14,,0,Southern Indiana,81,Lindenwood,65,20230119,NL,,,,,,,,,,
0,Troy,App State,Sat Jan 14,,0,Eastern Kentucky,62,Lipscomb,75,20230119,NL,,,,,,,,,,
0,Elon,Col Charlestn,Sat Jan 14,,0,Robert Morris,69,Milwaukee,77,20230119,NL,,,,,,,,,,
0,UAB,LA Tech,Sat Jan 14,,0,Texas A&M-Commerce,63,New Orleans,58,20230119,NL,,,,,,,,,,
0,Virginia,Florida St,Sat Jan 14,,0,McNeese State,64,Nicholls State,73,20230119,NL,,,,,,,,,,
0,Iowa State,Kansas,Sat Jan 14,,0,Kansas City,60,North Dakota,77,20230119,NL,,,,,,,,,,
0,Morgan St,Coppin State,Sat Jan 14,,0,Oral Roberts,92,North Dakota State,69,20230119,NL,,,,,,,,,,
0,Arizona St,Oregon St,Sat Jan 14,,0,Idaho,88,Northern Arizona,83,20230119,NL,,,,,,,,,,
0,Tulsa,Wichita St,Sat Jan 14,,0,Eastern Washington,83,Northern Colorado,75,20230119,NL,,,,,,,,,,
0,Cincinnati,S Methodist,Sat Jan 14,,0,Denver,75,South Dakota,60,20230119,NL,,,,,,,,,,
0,Delaware St,Maryland ES,Sat Jan 14,,0,Omaha,61,South Dakota State,84,20230119,NL,,,,,,,,,,
0,S Car State,NC Central,Sat Jan 14,,0,UT-Martin,80,Southeast Missouri State,60,20230119,NL,,,,,,,,,,
0,NW State,Nicholls St,Sat Jan 14,,0,Northwestern State,91,Southeastern Louisiana,81,20230119,NL,,,,,,,,,,
0,Grambling St,Southern,Sat Jan 14,,0,Morehead State,67,SIU-Edwardsville,58,20230119,NL,,,,,,,,,,
0,IL-Chicago,Murray St,Sat Jan 14,,0,South Alabama,72,Southern Miss,76,20230119,NL,,,,,,,,,,
0,Valparaiso,Evansville,Sat Jan 14,,0,Texas-Rio Grande Valley,73,UT Arlington,85,20230119,NL,,,,,,,,,,
0,Hsn Christian,McNeese St,Sat Jan 14,,0,Marshall,81,Texas State,73,20230119,NL,,,,,,,,,,
0,Buffalo,Central Mich,Sat Jan 14,,0,UC-Riverside,74,UC-Davis,72,20230119,NL,,,,,,,,,,
0,Toledo,N Illinois,Sat Jan 14,,0,Washington,75,Colorado,72,20230119,NL,,,,,,,,,,
0,New Orleans,TX A&M-CC,Sat Jan 14,,0,Sacramento State,61,Idaho State,65,20230119,NL,,,,,,,,,,
0,AR Lit Rock,E Illinois,Sat Jan 14,,0,Western Kentucky,74,Louisiana Tech,85,20230119,NL,,,,,,,,,,
0,Rhode Island,U Mass,Sat Jan 14,,0,Eastern Illinois,74,Tennessee State,78,20230119,NL,,,,,,,,,,
0,Navy,Loyola-MD,Sat Jan 14,,0,Florida International,61,UTEP,81,20230119,NL,,,,,,,,,,
0,Abl Christian,Tarleton State,Sat Jan 14,,0,Washington State,63,Utah,77,20230119,NL,,,,,,,,,,
0,Jacksonville,Jksnville St,Sat Jan 14,,0,Portland State,68,Weber State,84,20230119,NL,,,,,,,,,,
0,N Arizona,Sac State,Sat Jan 14,,0,UC-San Diego,71,Cal Poly,64,20230119,NL,,,,,,,,,,
0,Austin Peay,Lipscomb,Sat Jan 14,,0,Hawaii,68,UC-Irvine,76,20230119,NL,,,,,,,,,,
0,CS Fullerton,UC Davis,Sat Jan 14,,0,Cal State Fullerton,67,Long Beach State,72,20230119,NL,,,,,,,,,,
0,UC San Diego,CS Bakersfld,Sat Jan 14,,0,Sacred Heart,92,Fairleigh Dickinson,85,20230120,NL,,,,,,,,,,
0,SE Louisiana,Incar Word,Sat Jan 14,,0,Iona,84,Manhattan,76,20230120,NL,,,,,,,,,,
0,Duke,Clemson,Sat Jan 14,,0,VCU,74,Richmond,62,20230120,NL,,,,,,,,,,
0,Wm & Mary,NC-Wilmgton,Sat Jan 14,,0,Canisius,58,Fairfield,67,20230120,NL,,,,,,,,,,
0,N Iowa,Belmont,Sat Jan 14,,0,Stonehill,73,LIU,66,20230120,NL,,,,,,,,,,
0,Lamar,TX A&M-Com,Sat Jan 14,,0,St. Peter's,61,Marist,57,20230120,NL,,,,,,,,,,
0,Weber State,Montana St,Sat Jan 14,,0,Niagara,62,Rider,65,20230120,NL,,,,,,,,,,
0,Alcorn State,TX Southern,Sat Jan 14,,0,St. Francis (NY),61,Saint Francis (PA),87,20230120,NL,,,,,,,,,,
0,Texas A&M,S Carolina,Sat Jan 14,,0,Mount St. Mary's,57,Siena,72,20230120,NL,,,,,,,,,,
0,Chattanooga,Samford,Sat Jan 14,,0,Villanova,57,St. John's (NY),49,20230120,NL,,,,,,,,,,
0,Oklahoma St,Baylor,Sat Jan 14,,0,Central Connecticut,50,Wagner,72,20230120,NL,,,,,,,,,,
0,California,Washington,Sat Jan 14,,0,Boise State,79,New Mexico,81,20230120,NL,,,,,,,,,,
0,Arizona,Oregon,Sat Jan 14,,0,Ball State,65,Kent State,86,20230120,NL,,,,,,,,,,
0,Idaho,E Washingtn,Sat Jan 14,,0,Toledo,86,Buffalo,77,20230120,NL,,,,,,,,,,
0,Lindenwood,SIU Edward,Sat Jan 14,,0,TCU,83,Kansas,60,20230121,NL,,,,,,,,,,
0,Jackson St,Prairie View,Sat Jan 14,,0,Alabama,85,Missouri,64,20230121,NL,,,,,,,,,,
0,Presbyterian,High Point,Sat Jan 14,,0,UCLA,52,Arizona,58,20230121,NL,,,,,,,,,,
0,SC Upstate,Longwood,Sat Jan 14,,0,Gonzaga,99,Pacific,90,20230121,NL,,,,,,,,,,
0,GA Southern,James Mad,Sat Jan 14,,0,Texas,69,West Virginia,61,20230121,NL,,,,,,,,,,
0,Old Dominion,Marshall,Sat Jan 14,,0,Georgetown,82,Xavier,95,20230121,NL,,,,,,,,,,
0,Florida Intl,W Kentucky,Sat Jan 14,,0,Tennessee,77,LSU,56,20230121,NL,,,,,,,,,,
0,Wright State,WI-Milwkee,Sat Jan 14,,0,Virginia,76,Wake Forest,67,20230121,NL,,,,,,,,,,
0,S Dakota St,South Dakota,Sat Jan 14,,0,Iowa State,59,Oklahoma State,61,20230121,NL,,,,,,,,,,
0,Central Ark,Liberty,Sat Jan 14,,0,Texas Tech,58,Kansas State,68,20230121,NL,,,,,,,,,,
0,VA Military,Wofford,Sat Jan 14,,0,Auburn,81,South Carolina,66,20230121,NL,,,,,,,,,,
0,Colorado St,UNLV,Sat Jan 14,,0,Miami (FL),66,Duke,68,20230121,NL,,,,,,,,,,
0,Air Force,Fresno St,Sat Jan 14,,0,College of Charleston,87,Northeastern,61,20230121,NL,,,,,,,,,,
0,Albany,NJIT,Sat Jan 14,,0,Virginia Tech,50,Clemson,51,20230121,NL,,,,,,,,,,
0,Notre Dame,Syracuse,Sat Jan 14,,0,Marquette,74,Seton Hall,53,20230121,NL,,,,,,,,,,
0,N Kentucky,WI-Grn Bay,Sat Jan 14,,0,Baylor,62,Oklahoma,60,20230121,NL,,,,,,,,,,
0,Chicago St,TX-Pan Am,Sat Jan 14,,0,DePaul,64,Providence,75,20230121,NL,,,,,,,,,,
0,Colorado,UCLA,Sat Jan 14,,0,Florida Atlantic,67,UTEP,59,20230121,NL,,,,,,,,,,
0,Wake Forest,Boston Col,Sat Jan 14,,0,Ole Miss,57,Arkansas,69,20230121,NL,,,,,,,,,,
0,St. Thomas,Oral Roberts,Sat Jan 14,,0,Navy,77,Army,71,20230121,NL,,,,,,,,,,
0,W Illinois,UMKC,Sat Jan 14,,0,Holy Cross,80,Bucknell,73,20230121,NL,,,,,,,,,,
0,Seattle,Utah Val St,Sat Jan 14,,0,ETSU,78,Chattanooga,62,20230121,NL,,,,,,,,,,
0,Texas Tech,Texas,Sat Jan 14,,0,American,61,Colgate,62,20230121,NL,,,,,,,,,,
0,Stanford,Wash State,Sat Jan 14,,0,Delaware,74,Drexel,77,20230121,NL,,,,,,,,,,
0,Illinois St,S Illinois,Sat Jan 14,,0,Northern Illinois,88,Eastern Michigan,67,20230121,NL,,,,,,,,,,
0,Bradley,Drake,Sat Jan 14,,0,Purdue-Fort Wayne,54,Northern Kentucky,74,20230121,NL,,,,,,,,,,
0,TN Martin,S Indiana,Sat Jan 14,,0,Central Michigan,68,Ohio,96,20230121,NL,,,,,,,,,,
0,Miss State,Auburn,Sat Jan 14,,0,Iowa,77,Ohio State,93,20230121,NL,,,,,,,,,,
0,Santa Clara,Pacific,Sat Jan 14,,0,UMass,68,St. Joseph's,74,20230121,NL,,,,,,,,,,
0,Pepperdine,BYU,Sat Jan 14,,0,Gardner-Webb,63,Winthrop,61,20230121,NL,,,,,,,,,,
0,TX-Arlington,N Mex State,Sat Jan 14,,0,Penn,63,Yale,70,20230121,NL,,,,,,,,,,
0,Idaho State,Montana,Sat Jan 14,,0,Texas Southern,70,Alabama A&M,59,20230121,NL,,,,,,,,,,
0,New Mexico,San Diego St,Sat Jan 14,,0,North Texas,63,UAB,52,20230121,NL,,,,,,,,,,
0,Sam Hous St,Utah Tech,Sat Jan 14,,0,Florida A&M,47,Alcorn State,57,20230121,NL,,,,,,,,,,
0,San Diego,Loyola Mymt,Sat Jan 14,,0,Southern,55,Arkansas-Pine Bluff,62,20230121,NL,,,,,,,,,,
0,Grd Canyon,Cal Baptist,Sat Jan 14,,0,Belmont,78,Bradley,76,20230121,NL,,,,,,,,,,
0,Portland,Gonzaga,Sat Jan 14,,0,Drake,97,Evansville,61,20230121,NL,,,,,,,,,,
0,UC Riverside,UCSB,Sat Jan 14,,0,Northern Iowa,78,UIC,72,20230121,NL,,,,,,,,,,
0,N Colorado,Portland St,Sat Jan 14,,0,Valparaiso,71,Illinois State,51,20230121,NL,,,,,,,,,,
0,Utah,USC,Sat Jan 14,,0,Bethune-Cookman,66,Jackson State,70,20230121,NL,,,,,,,,,,
0,St Marys,San Francisco,Sat Jan 14,,0,St. Bonaventure,55,Loyola (IL),67,20230121,NL,,,,,,,,,,
0,Boise State,Wyoming,Sat Jan 14,,0,Grambling,65,Mississippi Valley State,61,20230121,NL,,,,,,,,,,
0,Lg Beach St,Hawaii,Sat Jan 14,,0,Southern Illinois,61,Missouri State,57,20230121,NL,,,,,,,,,,
0,Marist,Niagara,Sun Jan 15,,0,Indiana State,73,Murray State,82,20230121,NL,,,,,,,,,,
0,St Johns,Connecticut,Sun Jan 15,,0,Charlotte,75,Western Kentucky,71,20230121,NL,,,,,,,,,,
0,Marquette,Xavier,Sun Jan 15,,0,Portland State,72,Idaho State,65,20230121,NL,,,,,,,,,,
0,Northwestern,Michigan,Sun Jan 15,,0,San Jose State,74,Utah State,75,20230121,NL,,,,,,,,,,
0,Siena,Canisius,Sun Jan 15,,0,Colorado State,57,Wyoming,58,20230121,NL,,,,,,,,,,
0,Rider,Iona,Sun Jan 15,,0,Tarleton State,48,California Baptist,77,20230121,NL,,,,,,,,,,
0,S Florida,E Carolina,Sun Jan 15,,0,Cal Poly,63,UC-Davis,65,20230121,NL,,,,,,,,,,
0,Quinnipiac,Mt St Marys,Sun Jan 15,,0,Pepperdine,76,Portland,91,20230121,NL,,,,,,,,,,
0,Fairfield,St Peters,Sun Jan 15,,0,Santa Clara,58,Saint Mary's,77,20230121,NL,,,,,,,,,,
0,Ohio State,Rutgers,Sun Jan 15,,0,BYU,74,San Francisco,82,20230121,NL,,,,,,,,,,
0,Memphis,Temple,Sun Jan 15,,0,Oregon,64,Stanford,71,20230121,NL,,,,,,,,,,
0,Indiana St,Missouri St,Sun Jan 15,,0,Dayton,69,George Washington,76,20230121,NL,,,,,,,,,,
0,Maryland,Iowa,Sun Jan 15,,0,Syracuse,80,Georgia Tech,63,20230121,NL,,,,,,,,,,
0,Georgetown,Villanova,Mon Jan 16,,0,Detroit,89,IUPUI,77,20230121,NL,,,,,,,,,,
0,Hofstra,Towson,Mon Jan 16,,0,George Mason,79,Rhode Island,72,20230121,NL,,,,,,,,,,
0,Cornell,Columbia,Mon Jan 16,,0,UCF,72,South Florida,85,20230121,NL,,,,,,,,,,
0,St Fran (PA),Sacred Hrt,Mon Jan 16,,0,Loyola (MD),53,Boston University,66,20230121,NL,,,,,,,,,,
0,St Josephs,La Salle,Mon Jan 16,,0,Vanderbilt,85,Georgia,82,20230121,NL,,,,,,,,,,
0,Dartmouth,Harvard,Mon Jan 16,,0,UNC Wilmington,62,Stony Brook,51,20230121,NL,,,,,,,,,,
0,Purdue,Michigan St,Mon Jan 16,,0,The Citadel,60,VMI,52,20230121,NL,,,,,,,,,,
0,TX El Paso,Charlotte,Mon Jan 16,,0,Columbia,85,Brown,97,20230121,NL,,,,,,,,,,
0,Geo Wshgtn,Geo Mason,Mon Jan 16,,0,South Alabama,81,Coastal Carolina,85,20230121,NL,,,,,,,,,,
1,Alabama St,Alab A&M,Mon Jan 16,,0,Fordham,65,Duquesne,58,20230121,NL,,,,,,,,,,
0,Miss Val St,Florida A&M,Mon Jan 16,,0,Cornell,89,Harvard,95,20230121,NL,,,,,,,,,,
0,Brown,Yale,Mon Jan 16,,0,Texas A&M,67,Kentucky,76,20230121,NL,,,,,,,,,,
0,Hartford,Maryland BC,Mon Jan 16,,0,Hampton,83,Monmouth,66,20230121,NL,,,,,,,,,,
0,Wm & Mary,Col Charlestn,Mon Jan 16,,0,USC Upstate,58,UNC Asheville,64,20230121,NL,,,,,,,,,,
0,UC Davis,UC San Diego,Mon Jan 16,,0,Oral Roberts,84,North Dakota,72,20230121,NL,,,,,,,,,,
0,Delaware,Northeastrn,Mon Jan 16,,0,Kansas City,75,North Dakota State,73,20230121,NL,,,,,,,,,,
0,Illinois,Minnesota,Mon Jan 16,,0,Liberty,73,North Florida,62,20230121,NL,,,,,,,,,,
0,F Dickinson,Stonehill,Mon Jan 16,,0,Boston College,84,Notre Dame,72,20230121,NL,,,,,,,,,,
0,NC A&T,Hampton,Mon Jan 16,,0,Nebraska,65,Penn State,76,20230121,NL,,,,,,,,,,
0,North Texas,Florida Intl,Mon Jan 16,,0,Longwood,58,Presbyterian,56,20230121,NL,,,,,,,,,,
0,Morehouse,Howard,Mon Jan 16,,0,Dartmouth,90,Princeton,93,20230121,NL,,,,,,,,,,
0,Princeton,U Penn,Mon Jan 16,,0,High Point,80,Radford,95,20230121,NL,,,,,,,,,,
0,Syracuse,Miami (FL),Mon Jan 16,,0,La Salle,71,Saint Louis,84,20230121,NL,,,,,,,,,,
0,Fla Atlantic,W Kentucky,Mon Jan 16,,0,Omaha,68,South Dakota,84,20230121,NL,,,,,,,,,,
0,Elon,NC-Wilmgton,Mon Jan 16,,0,Jacksonville State,81,Stetson,87,20230121,NL,,,,,,,,,,
0,Cleveland St,IPFW,Mon Jan 16,,0,Akron,63,Western Michigan,55,20230121,NL,,,,,,,,,,
0,St Fran (NY),LIU,Mon Jan 16,,0,North Carolina A&T,90,William & Mary,86,20230121,NL,,,,,,,,,,
0,Lehigh,Loyola-MD,Mon Jan 16,,0,Marshall,87,Arkansas State,78,20230121,NL,,,,,,,,,,
0,Ark Pine Bl,Beth-Cook,Mon Jan 16,,0,Georgia State,52,Georgia Southern,58,20230121,NL,,,,,,,,,,
0,Wagner,Merrimack,Mon Jan 16,,0,Florida State,71,Pitt,64,20230121,NL,,,,,,,,,,
0,Cal Poly,UC Riverside,Mon Jan 16,,0,Western Carolina,65,Samford,74,20230121,NL,,,,,,,,,,
0,Rice,TX-San Ant,Mon Jan 16,,0,Denver,61,South Dakota State,76,20230121,NL,,,,,,,,,,
0,Jackson St,TX Southern,Mon Jan 16,,0,James Madison,70,Southern Miss,83,20230121,NL,,,,,,,,,,
0,UCSB,UC Irvine,Mon Jan 16,,0,St. Thomas,56,Western Illinois,60,20230121,NL,,,,,,,,,,
0,Montana,E Washingtn,Mon Jan 16,,0,Tennessee State,77,Little Rock,89,20230121,NL,,,,,,,,,,
0,UAB,Middle Tenn,Mon Jan 16,,0,Eastern Kentucky,74,Austin Peay,59,20230121,NL,,,,,,,,,,
0,Montana St,Idaho,Mon Jan 16,,0,Norfolk State,96,Coppin State,65,20230121,NL,,,,,,,,,,
0,Alcorn State,Prairie View,Mon Jan 16,,0,Towson,66,Elon,62,20230121,NL,,,,,,,,,,
0,Cal St Nrdge,Hawaii,Mon Jan 16,,0,Morgan State,56,Howard,88,20230121,NL,,,,,,,,,,
0,CS Bakersfld,CS Fullerton,Mon Jan 16,,0,Queens (NC),70,Jacksonville,77,20230121,NL,,,,,,,,,,
0,Mississippi,S Carolina,Tue Jan 17,,0,Morehead State,72,Lindenwood,63,20230121,NL,,,,,,,,,,
0,N Illinois,Miami (OH),Tue Jan 17,,0,Nicholls State,71,McNeese State,68,20230121,NL,,,,,,,,,,
0,Bowling Grn,Buffalo,Tue Jan 17,,0,Delaware State,55,North Carolina Central,74,20230121,NL,,,,,,,,,,
0,U Mass,VCU,Tue Jan 17,,0,Mercer,48,UNC Greensboro,59,20230121,NL,,,,,,,,,,
0,Tennessee,Miss State,Tue Jan 17,,0,Eastern Washington,79,Northern Arizona,76,20230121,NL,,,,,,,,,,
0,Rhode Island,Richmond,Tue Jan 17,,0,Maryland-Eastern Shore,76,South Carolina State,70,20230121,NL,,,,,,,,,,
0,Akron,Central Mich,Tue Jan 17,,0,Texas A&M-Commerce,73,Southeastern Louisiana,79,20230121,NL,,,,,,,,,,
0,W Michigan,Ball State,Tue Jan 17,,0,Southern Indiana,82,SIU-Edwardsville,72,20230121,NL,,,,,,,,,,
0,Davidson,Dayton,Tue Jan 17,,0,Eastern Illinois,78,UT-Martin,91,20230121,NL,,,,,,,,,,
0,Ohio,Toledo,Tue Jan 17,,0,Florida International,77,UTSA,72,20230121,NL,,,,,,,,,,
